slug,title,description,details,imgUrl,price,discount,mrp,isMember,isAuthDealer,isFeaturedMember,membershipLevel,shopName,isDoorstepDelivery,isDeliveryFree,isTopAd,isUrgentAd,timeStamp,category,isVerified,isJobAd,location,adType,isLocalJob
saaikel-er-sttaan-paaikaari-khucraa-bikri-for-sale-dhaka,সাইকেল এর স্টান পাইকারি-খুচরা বিক্রি,"Dhaka, Auto Parts & Accessories",,https://i.bikroy-st.com/saaikel-er-sttaan-paaikaari-khucraa-bikri-for-sale-dhaka/1ba0c654-cedd-40d0-a131-414ca3d79b2a/142/107/cropped.jpg,Tk 120,0,0,False,False,False,free,,False,False,False,False,just now, Auto Parts & Accessories,False,False,Dhaka,for_sale,False
single-khat-for-sale-dhaka-221,Single Khat,"Dhaka, Bedroom Furniture",,https://i.bikroy-st.com/single-khat-for-sale-dhaka-221/237fc524-e242-49e0-b142-76c22d87b453/142/107/cropped.jpg,"Tk 3,500",0,0,False,False,False,free,,False,False,False,False,1 minute, Bedroom Furniture,False,False,Dhaka,for_sale,False
ektti-sekendd-hendd-phresh-mottrsaaikel-kryy-krte-icchuk-to-buy-mymensingh,একটি সেকেন্ড হেন্ড ফ্রেশ মোটরসাইকেল ক্রয় করতে ইচ্ছুক,"Mymensingh, Motorbikes",,,,0,0,False,False,False,free,,False,False,False,False,1 minute, Motorbikes,False,False,Mymensingh,to_buy,False
yamaha-fzs-v3-2019-for-sale-dhaka-division-41,Yamaha FZS v3 2019,"Dhaka Division, Motorbikes","24,000 km, 150 cc",https://i.bikroy-st.com/yamaha-fzs-v3-2019-for-sale-dhaka-division-41/97f09dfa-df47-4483-9e60-d36f8c7a2274/142/107/cropped.jpg,"Tk 183,000",0,0,False,False,False,free,,False,False,False,False,1 minute, Motorbikes,False,False,Dhaka Division,for_sale,False
baaik-er-mjbut-helmett-daam-phiksdd-500-for-sale-dhaka,বাইক এর মজবুত হেলমেট,"Dhaka, Auto Parts & Accessories",,https://i.bikroy-st.com/baaik-er-mjbut-helmett-daam-phiksdd-500-for-sale-dhaka/40976934-449c-4e1a-bb6e-a1bb8e136a7f/142/107/cropped.jpg,Tk 500,0,0,False,False,False,free,,False,False,False,False,4 minutes, Auto Parts & Accessories,False,False,Dhaka,for_sale,False
i5-120gb-ssd-4gb-ram-for-sale-dhaka-1,i5/-120gb Ssd /-4gb Ram,"Dhaka, Laptop & Computer Accessories",,https://i.bikroy-st.com/i5-120gb-ssd-4gb-ram-for-sale-dhaka-1/62281a68-5327-4fd3-b7de-79287d8971bc/142/107/cropped.jpg,"Tk 3,500",0,0,False,False,False,free,,False,False,False,False,6 minutes, Laptop & Computer Accessories,False,False,Dhaka,for_sale,False
km-daame-baaik-er-helmett-for-sale-dhaka,কম দামে বাইক এর হেলমেট,"Dhaka, Auto Parts & Accessories",,https://i.bikroy-st.com/km-daame-baaik-er-helmett-for-sale-dhaka/926c1c05-17c3-4a6d-be04-c231d9bec367/142/107/cropped.jpg,Tk 100,0,0,False,False,False,free,,False,False,False,False,6 minutes, Auto Parts & Accessories,False,False,Dhaka,for_sale,False
phresh-baaik-helmett-for-sale-dhaka,ফ্রেশ বাইক হেলমেট,"Dhaka, Auto Parts & Accessories",,https://i.bikroy-st.com/phresh-baaik-helmett-for-sale-dhaka/5ac33aa1-a158-49f9-9f78-4cc3fb7d939f/142/107/cropped.jpg,Tk 400,0,0,False,False,False,free,,False,False,False,False,8 minutes, Auto Parts & Accessories,False,False,Dhaka,for_sale,False
baaik-phul-pheij-helmett-for-sale-dhaka,বাইক ফুল ফেইজ হেলমেট,"Dhaka, Auto Parts & Accessories",,https://i.bikroy-st.com/baaik-phul-pheij-helmett-for-sale-dhaka/09990206-5d01-41e9-91b3-6e14f119b8ec/142/107/cropped.jpg,"Tk 1,200",0,0,False,False,False,free,,False,False,False,False,12 minutes, Auto Parts & Accessories,False,False,Dhaka,for_sale,False
samsung-galaxy-a70-6-128-used-for-sale-dhaka-343,Samsung Galaxy A70 6/128 (Used),"Dhaka, Mobile Phones",,https://i.bikroy-st.com/samsung-galaxy-a70-6-128-used-for-sale-dhaka-343/6143acc6-9d3a-4377-b6cd-02618298352d/142/107/cropped.jpg,"Tk 15,499",0,0,False,False,False,free,,False,False,False,False,12 minutes, Mobile Phones,False,False,Dhaka,for_sale,False
apple-iphone-13-pro-max-256gb-92-percent-health-uae-used-for-sale-dhaka,Apple iPhone 13 Pro Max 256gb 92% health UAE (Used),"Dhaka, Mobile Phones",,https://i.bikroy-st.com/apple-iphone-13-pro-max-256gb-92-percent-health-uae-used-for-sale-dhaka/d04ef09b-3f4c-4b66-a747-2d4411723668/142/107/cropped.jpg,"Tk 92,000",0,0,False,False,False,free,,False,False,False,False,14 minutes, Mobile Phones,False,False,Dhaka,for_sale,False
1pair-running-kadaknath-and-deshi-murgi-for-sale-dhaka,1pair running kadaknath and deshi murgi,"Dhaka, Farm Animals",,https://i.bikroy-st.com/1pair-running-kadaknath-and-deshi-murgi-for-sale-dhaka/7252f272-6dc8-4057-b744-165e8abf8a33/142/107/cropped.jpg,"Tk 4,200",0,0,False,False,False,free,,False,False,False,False,14 minutes, Farm Animals,False,False,Dhaka,for_sale,False
2-tti-glaas-sh-baaik-helmett-puraatn-for-sale-dhaka,২ টি গ্লাস সহ বাইক হেলমেট পুরাতন,"Dhaka, Auto Parts & Accessories",,https://i.bikroy-st.com/2-tti-glaas-sh-baaik-helmett-puraatn-for-sale-dhaka/71d071b4-eaff-4ded-9b83-0a4caba84b19/142/107/cropped.jpg,Tk 500,0,0,False,False,False,free,,False,False,False,False,14 minutes, Auto Parts & Accessories,False,False,Dhaka,for_sale,False
ledaar-er-baaik-helmett-for-sale-dhaka,লেদার এর বাইক হেলমেট,"Dhaka, Auto Parts & Accessories",,https://i.bikroy-st.com/ledaar-er-baaik-helmett-for-sale-dhaka/f2c7dac5-bb19-45d1-972e-dbbe693e2934/142/107/cropped.jpg,Tk 400,0,0,False,False,False,free,,False,False,False,False,15 minutes, Auto Parts & Accessories,False,False,Dhaka,for_sale,False
khucraa-paaikaarii-phuttpeg-km-daame-bikri-for-sale-dhaka,খুচরা-পাইকারী ফুটপেগ কম দামে বিক্রি,"Dhaka, Auto Parts & Accessories",,https://i.bikroy-st.com/khucraa-paaikaarii-phuttpeg-km-daame-bikri-for-sale-dhaka/07a67688-03b1-413d-bab9-4bfd561e8b89/142/107/cropped.jpg,Tk 70,0,0,False,False,False,free,,False,False,False,False,17 minutes, Auto Parts & Accessories,False,False,Dhaka,for_sale,False
vivo-y12s-3-32-used-for-sale-dhaka-944,Vivo Y12s 3/32 (Used),"Dhaka, Mobile Phones",,https://i.bikroy-st.com/vivo-y12s-3-32-used-for-sale-dhaka-944/e2f75503-fea8-40ae-80f6-567da8fc5710/142/107/cropped.jpg,"Tk 8,000",0,0,False,False,False,free,,False,False,False,False,18 minutes, Mobile Phones,False,False,Dhaka,for_sale,False
lenovo-core-i7-new-condition-for-sale-dhaka,Lenovo Core i7 New Condition,"Dhaka, Laptops",,https://i.bikroy-st.com/lenovo-core-i7-new-condition-for-sale-dhaka/a950486f-623e-4d3b-8742-9fc7be5e84a6/142/107/cropped.jpg,"Tk 20,500",0,0,False,False,False,free,,False,False,False,False,23 minutes, Laptops,False,False,Dhaka,for_sale,False
samsung-galaxy-a51-khilgaon-used-for-sale-dhaka,Samsung Galaxy A51 mobile (Used),"Dhaka, Mobile Phones",,https://i.bikroy-st.com/samsung-galaxy-a51-khilgaon-used-for-sale-dhaka/5b6ac321-094d-4f9c-9423-71dd60b24fd1/142/107/cropped.jpg,"Tk 14,000",0,0,False,False,False,free,,False,False,False,False,23 minutes, Mobile Phones,False,False,Dhaka,for_sale,False
samsung-galaxy-j7-star-2-32-used-for-sale-dhaka,Samsung Galaxy J7 2/32 (Used),"Dhaka, Mobile Phones",,https://i.bikroy-st.com/samsung-galaxy-j7-star-2-32-used-for-sale-dhaka/bbb3c503-99a7-43be-ad75-bdde60b4f980/142/107/cropped.jpg,"Tk 4,600",0,0,False,False,False,free,,False,False,False,False,24 minutes, Mobile Phones,False,False,Dhaka,for_sale,False
tvs-apache-rtr-2015-for-sale-dhaka-2252,TVS Apache RTR modified 2015,"Dhaka, Motorbikes","35,000 km, 150 cc",https://i.bikroy-st.com/tvs-apache-rtr-2015-for-sale-dhaka-2252/8bd4baa7-a617-47d3-8b95-03cec4248572/142/107/cropped.jpg,"Tk 120,000",0,0,False,False,False,free,,False,False,False,False,25 minutes, Motorbikes,False,False,Dhaka,for_sale,False
persian-adult-male-cat-for-sale-dhaka-26,Persian Adult Male Cat,"Dhaka, Pets",,https://i.bikroy-st.com/persian-adult-male-cat-for-sale-dhaka-26/4cea942d-eff2-4790-a312-f0dc29679f43/142/107/cropped.jpg,"Tk 16,000",0,0,False,False,False,free,,False,False,False,False,26 minutes, Pets,False,False,Dhaka,for_sale,False
aasun-eksngge-jmi-kine-grre-tuli-nijer-baarri-for-sale-dhaka,"আসুন একসঙ্গে জমি কিনে গড়ে তুলি নিজের বাড়ি,","Dhaka, Apartments For Sale","Bedrooms: 3, Bathrooms: 3",https://i.bikroy-st.com/aasun-eksngge-jmi-kine-grre-tuli-nijer-baarri-for-sale-dhaka/a6af949f-36d1-4fc2-abc3-bab43fb47d99/142/107/cropped.jpg,"Tk 1,500,000 total price",0,0,False,False,False,free,,False,False,False,False,26 minutes, Apartments For Sale,False,False,Dhaka,for_sale,False
vivo-y67a-4-64-boxed-used-for-sale-khulna-division,Vivo Y67A 4/64 Boxed (Used),"Khulna Division, Mobile Phones",,https://i.bikroy-st.com/vivo-y67a-4-64-boxed-used-for-sale-khulna-division/7eb2324d-b6eb-422e-8d1e-d89a86bcdbe6/142/107/cropped.jpg,"Tk 6,600",0,0,False,False,False,free,,False,False,False,False,27 minutes, Mobile Phones,False,False,Khulna Division,for_sale,False
digipod-dslr-camera-stan-55-fit-for-sale-dhaka,DIGIPOD DSLR Camera Stan 5.5 fit,"Dhaka, Cameras, Camcorders & Accessories",,https://i.bikroy-st.com/digipod-dslr-camera-stan-55-fit-for-sale-dhaka/0ad8e7d6-9ce5-4289-af0d-7410c77972bf/142/107/cropped.jpg,"Tk 1,200",0,0,False,False,False,free,,False,False,False,False,27 minutes," Cameras, Camcorders & Accessories",False,False,Dhaka,for_sale,False
ryzen-3-3200g-gaming-processor-only-pc-setup-for-sale-dhaka,Ryzen 3 3200G gaming processor Only Pc setup,"Dhaka, Desktop Computers",,https://i.bikroy-st.com/ryzen-3-3200g-gaming-processor-only-pc-setup-for-sale-dhaka/f750a925-7f94-4f76-80c0-b13e1d589439/142/107/cropped.jpg,"Tk 22,000",0,0,False,False,False,free,,False,False,False,False,29 minutes, Desktop Computers,False,False,Dhaka,for_sale,False
oneplus-7t-8-128-gb-fresh-used-for-sale-khulna-division,OnePlus 7T 8/128 GB Fresh (Used),"Khulna Division, Mobile Phones",,https://i.bikroy-st.com/oneplus-7t-8-128-gb-fresh-used-for-sale-khulna-division/77394f87-af66-4855-8538-55bae2ca54e2/142/107/cropped.jpg,"Tk 22,500",0,0,False,False,False,free,,False,False,False,False,29 minutes, Mobile Phones,False,False,Khulna Division,for_sale,False
boya-microphone-for-sale-khulna-division-2,Boya Microphone,"Khulna Division, Musical Instruments",,https://i.bikroy-st.com/boya-microphone-for-sale-khulna-division-2/db33ff0d-30d0-4599-83f7-2ba21a0ed967/142/107/cropped.jpg,"Tk 1,550",0,0,False,False,False,free,,False,False,False,False,29 minutes, Musical Instruments,False,False,Khulna Division,for_sale,False
dji-om4-gimbal-for-sale-dhaka,Dji OM4 Gimbal,"Dhaka, Mobile Phone Accessories",,https://i.bikroy-st.com/dji-om4-gimbal-for-sale-dhaka/8abf3eac-9eb9-4835-8d24-c125476f0521/142/107/cropped.jpg,"Tk 10,000",0,0,False,False,False,free,,False,False,False,False,30 minutes, Mobile Phone Accessories,False,False,Dhaka,for_sale,False
5-station-multi-gym-for-sale-dhaka-4,5 station Multi Gym,"Dhaka, Fitness & Gym",,https://i.bikroy-st.com/5-station-multi-gym-for-sale-dhaka-4/d27f85d0-ad76-4e72-bc9f-e7e4d22adab2/142/107/cropped.jpg,"Tk 118,000",0,0,False,False,False,free,,False,False,False,False,bump_up, Fitness & Gym,False,False,Dhaka,for_sale,False
samsung-galaxy-j7-2016-used-for-sale-khulna-455,Samsung Galaxy J7 2016 (Used),"Khulna, Mobile Phones",,https://i.bikroy-st.com/samsung-galaxy-j7-2016-used-for-sale-khulna-455/f63e8b52-832f-4736-842f-7aede7b73998/142/107/cropped.jpg,"Tk 2,800",0,0,False,False,False,free,,False,False,False,False,35 minutes, Mobile Phones,False,False,Khulna,for_sale,False
apple-iphone-xs-max-256gb-used-for-sale-dhaka-884,Apple iPhone XS Max 256GB (Used),"Dhaka, Mobile Phones",,https://i.bikroy-st.com/apple-iphone-xs-max-256gb-used-for-sale-dhaka-884/7e6c7469-ecf1-418b-876d-23bd6267fc74/142/107/cropped.jpg,"Tk 39,500",0,0,False,False,False,free,,False,False,False,False,36 minutes, Mobile Phones,False,False,Dhaka,for_sale,False
smart-mobile-watch-sim-support-for-sale-dhaka,Smart Mobile Watch (Sim Support),"Dhaka, Wearables",,https://i.bikroy-st.com/smart-mobile-watch-sim-support-for-sale-dhaka/d140e70a-2efc-459f-8528-d12b2c59d8a8/142/107/cropped.jpg,Tk 700,0,0,False,False,False,free,,False,False,False,False,36 minutes, Wearables,False,False,Dhaka,for_sale,False
yamaha-r15-v3-indonesian-2020-for-sale-dhaka-10,Yamaha R15 V3 Indonesian 2020,"Dhaka, Motorbikes","14,000 km, 155 cc",https://i.bikroy-st.com/yamaha-r15-v3-indonesian-2020-for-sale-dhaka-10/4cfdaa2a-ceb4-4b0a-933e-026fc8be18d5/142/107/cropped.jpg,"Tk 420,000",0,0,False,False,False,free,,False,False,False,False,36 minutes, Motorbikes,False,False,Dhaka,for_sale,False
huawei-ram-1gb-room-16gb-used-for-sale-dhaka-division,Huawei ram 1gb rom 16gb (Used),"Dhaka Division, Mobile Phones",,https://i.bikroy-st.com/huawei-ram-1gb-room-16gb-used-for-sale-dhaka-division/b04f445e-a069-40e5-996f-4a5bceac597a/142/107/cropped.jpg,"Tk 3,500",0,0,False,False,False,free,,False,False,False,False,36 minutes, Mobile Phones,False,False,Dhaka Division,for_sale,False
xiaomi-redmi-note-7-3-32-used-for-sale-dhaka-2223,Xiaomi Redmi Note 7 mobile (Used),"Dhaka, Mobile Phones",,https://i.bikroy-st.com/xiaomi-redmi-note-7-3-32-used-for-sale-dhaka-2223/fe2776d0-0f3c-468d-8338-10a55731362b/142/107/cropped.jpg,"Tk 6,000",0,0,False,False,False,free,,False,False,False,False,37 minutes, Mobile Phones,False,False,Dhaka,for_sale,False
eken-h6s-action-camera-for-sale-dhaka,EKEN H6s Action Camera,"Dhaka, Cameras, Camcorders & Accessories",,https://i.bikroy-st.com/eken-h6s-action-camera-for-sale-dhaka/6a3910f0-4179-4f3a-8ee9-ba5d8d1a9573/142/107/cropped.jpg,"Tk 4,000",0,0,False,False,False,free,,False,False,False,False,37 minutes," Cameras, Camcorders & Accessories",False,False,Dhaka,for_sale,False
htc-desire-626-2-16-4g-sd-800-used-for-sale-khulna-division,HTC Desire 626 2/16 4G SD 800 (Used),"Khulna Division, Mobile Phones",,https://i.bikroy-st.com/htc-desire-626-2-16-4g-sd-800-used-for-sale-khulna-division/f6a380a3-5655-4648-b158-de9efa29c2dc/142/107/cropped.jpg,"Tk 1,250",0,0,False,False,False,free,,False,False,False,False,40 minutes, Mobile Phones,False,False,Khulna Division,for_sale,False
samsung-galaxy-note-20-ultra-used-for-sale-dhaka-269,Samsung Galaxy Note 20 Ultra (Used),"Dhaka, Mobile Phones",,https://i.bikroy-st.com/samsung-galaxy-note-20-ultra-used-for-sale-dhaka-269/9b551294-f794-4c13-9856-6ae43d389c3f/142/107/cropped.jpg,"Tk 63,000",0,0,False,False,False,free,,False,False,False,False,40 minutes, Mobile Phones,False,False,Dhaka,for_sale,False
samsung-galaxy-a13-6-128-used-for-sale-rajshahi-22,Samsung Galaxy A13 6/128 (Used),"Rajshahi, Mobile Phones",,https://i.bikroy-st.com/samsung-galaxy-a13-6-128-used-for-sale-rajshahi-22/94b25284-3905-45d8-8f02-b17fbaed39e1/142/107/cropped.jpg,"Tk 16,500",0,0,False,False,False,free,,False,False,False,False,40 minutes, Mobile Phones,False,False,Rajshahi,for_sale,False
canon-6d-original-for-sale-khulna-division,Canon 6D Original,"Khulna Division, Cameras, Camcorders & Accessories",,https://i.bikroy-st.com/canon-6d-original-for-sale-khulna-division/4fa06185-46ae-46c3-88f0-0581af3b99b0/142/107/cropped.jpg,"Tk 42,000",0,0,False,False,False,free,,False,False,False,False,41 minutes," Cameras, Camcorders & Accessories",False,False,Khulna Division,for_sale,False
sokkia-auto-level-bseries-b2o-d10383-for-sale-dhaka,SOKKIA auto level BSeries B2o D10383.,"Dhaka, Industry Machinery & Tools",,https://i.bikroy-st.com/sokkia-auto-level-bseries-b2o-d10383-for-sale-dhaka/16f75c38-ce34-434e-a931-dfdd0600eea0/142/107/cropped.jpg,"Tk 45,000",0,0,False,False,False,free,,False,False,False,False,41 minutes, Industry Machinery & Tools,False,False,Dhaka,for_sale,False
honda-cdi-100-percent-92-percent-fresh-1998-for-sale-khulna,Honda CDI bike 1998,"Khulna, Motorbikes","100,000 km, 100 cc",https://i.bikroy-st.com/honda-cdi-100-percent-92-percent-fresh-1998-for-sale-khulna/a0768256-7a15-4705-ae1a-5681fc81c05c/142/107/cropped.jpg,"Tk 70,000",0,0,False,False,False,free,,False,False,False,False,bump_up, Motorbikes,False,False,Khulna,for_sale,False
nikon-d5300-for-sale-dhaka-division-152,Nikon D5300,"Dhaka Division, Cameras, Camcorders & Accessories",,https://i.bikroy-st.com/nikon-d5300-for-sale-dhaka-division-152/6fa21390-d04c-48c6-9021-b125a076c0bf/142/107/cropped.jpg,"Tk 27,000",0,0,False,False,False,free,,False,False,False,False,44 minutes," Cameras, Camcorders & Accessories",False,False,Dhaka Division,for_sale,False
itt-bikryy-for-sale-rangpur-1,ইট বিক্রয়,"Rangpur, Building maintenance",,https://i.bikroy-st.com/itt-bikryy-for-sale-rangpur-1/6026b436-13e4-460d-81c4-e5cb746935c6/142/107/cropped.jpg,"Tk 9,000",0,0,False,False,False,free,,False,False,False,False,44 minutes, Building maintenance,False,False,Rangpur,for_sale,False
vivo-6-128-gb-full-boxed-used-for-sale-khulna-division,Vivo 6/128 GB Full Boxed (Used),"Khulna Division, Mobile Phones",,https://i.bikroy-st.com/vivo-6-128-gb-full-boxed-used-for-sale-khulna-division/8f204ae7-6a76-4aa1-883a-2e5f8a36aba9/142/107/cropped.jpg,"Tk 9,200",0,0,False,False,False,free,,False,False,False,False,1 hour, Mobile Phones,False,False,Khulna Division,for_sale,False
burei-watch-usa-for-sale-dhaka,BUREI Watch USA 🇲🇾,"Dhaka, Watches",,https://i.bikroy-st.com/burei-watch-usa-for-sale-dhaka/30d1becf-bb81-4c16-846b-c6f6593d8dda/142/107/cropped.jpg,"Tk 5,000",0,0,False,False,False,free,,False,False,False,False,1 hour, Watches,False,False,Dhaka,for_sale,False
hatil-4-seater-meeting-folding-table-for-sale-dhaka,Hatil 4 seater meeting folding table.,"Dhaka, Office & Shop Furniture",,https://i.bikroy-st.com/hatil-4-seater-meeting-folding-table-for-sale-dhaka/c5116a5f-d1ce-4e42-a75f-1a28aad8b8e9/142/107/cropped.jpg,"Tk 140,000",0,0,False,False,False,free,,False,False,False,False,1 hour, Office & Shop Furniture,False,False,Dhaka,for_sale,False
samsung-airbuds-sm-r180-for-sale-chattogram,Samsung Airbuds Sm-R180,"Chattogram, Audio & Sound Systems",,https://i.bikroy-st.com/samsung-airbuds-sm-r180-for-sale-chattogram/5ba032a0-6c87-4ee2-a949-8473ff72a8d9/142/107/cropped.jpg,"Tk 12,000",0,0,False,False,False,free,,False,False,False,False,1 hour, Audio & Sound Systems,False,False,Chattogram,for_sale,False
full-new-2-din-khela-hoisy-for-sale-dhaka,Cricket Bat,"Dhaka, Sports",,https://i.bikroy-st.com/full-new-2-din-khela-hoisy-for-sale-dhaka/c78582e6-c673-4104-9f57-1040a7155a5b/142/107/cropped.jpg,"Tk 5,000",0,0,False,False,False,free,,False,False,False,False,1 hour, Sports,False,False,Dhaka,for_sale,False
infinix-used-for-sale-dhaka-985,Infinix (Used),"Dhaka, Mobile Phones",,https://i.bikroy-st.com/infinix-used-for-sale-dhaka-985/f533e932-6a69-43c4-9b40-5f3e2629f14d/142/107/cropped.jpg,"Tk 16,000",0,0,False,False,False,free,,False,False,False,False,1 hour, Mobile Phones,False,False,Dhaka,for_sale,False
samsung-galaxy-a70-6-128gb-sd-675-used-for-sale-khulna-division,Samsung Galaxy A70 6/128GB SD 675 (Used),"Khulna Division, Mobile Phones",,https://i.bikroy-st.com/samsung-galaxy-a70-6-128gb-sd-675-used-for-sale-khulna-division/e743d706-1a5e-404a-9ea6-17c935d3a8d3/142/107/cropped.jpg,"Tk 7,250",0,0,False,False,False,free,,False,False,False,False,1 hour, Mobile Phones,False,False,Khulna Division,for_sale,False
xiaomi-poco-m3-15000-used-for-sale-dhaka,Xiaomi Poco M3 mobile (Used),"Dhaka, Mobile Phones",,https://i.bikroy-st.com/xiaomi-poco-m3-15000-used-for-sale-dhaka/3210539a-66b2-4e5a-b580-b630b2a54e73/142/107/cropped.jpg,"Tk 15,000",0,0,False,False,False,free,,False,False,False,False,1 hour, Mobile Phones,False,False,Dhaka,for_sale,False
samsung-galaxy-grand-prime-plus-15gb-used-for-sale-barishal,Samsung Galaxy Grand Prime Plus 1.5Gb (Used),"Barishal, Mobile Phones",,https://i.bikroy-st.com/samsung-galaxy-grand-prime-plus-15gb-used-for-sale-barishal/8ed2efa5-2002-4554-b65f-f0482968a6ab/142/107/cropped.jpg,"Tk 3,500",0,0,False,False,False,free,,False,False,False,False,1 hour, Mobile Phones,False,False,Barishal,for_sale,False
amazon-alexa-eco-dot-for-sale-dhaka-2,Amazon Alexa eco dot,"Dhaka, Audio & Sound Systems",,https://i.bikroy-st.com/amazon-alexa-eco-dot-for-sale-dhaka-2/b615b43c-e7a2-4e25-9355-f27d3795b458/142/107/cropped.jpg,"Tk 3,600",0,0,False,False,False,free,,False,False,False,True,1 hour, Audio & Sound Systems,False,False,Dhaka,for_sale,False
samsung-galaxy-s9-plus-6gb-128gb-new-for-sale-dhaka-2,Samsung Galaxy S9 Plus 6GB\128GB (New),"Dhaka, Mobile Phones",,https://i.bikroy-st.com/samsung-galaxy-s9-plus-6gb-128gb-new-for-sale-dhaka-2/e1767572-5a0b-440b-a2ca-a438a038c5e3/142/107/cropped.jpg,"Tk 12,200",0,0,False,False,False,free,,False,False,False,False,1 hour, Mobile Phones,False,False,Dhaka,for_sale,False
apple-iphone-7-plus-good-condition-used-for-sale-dhaka-23,Apple iPhone 7 Plus good condition (Used),"Dhaka, Mobile Phones",,https://i.bikroy-st.com/apple-iphone-7-plus-good-condition-used-for-sale-dhaka-23/3de80561-cd0f-407d-8e75-bc813cf84980/142/107/cropped.jpg,"Tk 9,000",0,0,False,False,False,free,,False,False,False,False,1 hour, Mobile Phones,False,False,Dhaka,for_sale,False
receptionist-female-dhaka-682,Receptionist (Female),"Dhaka, Office Admin",ZUHAYER & SHAYOR (Pvt) LIMITED,,"Tk 10,000 - 15,000",0,0,False,False,False,free,,False,False,False,False,bump_up, Office Admin,False,"{'apply_via': {'phone_number': '01714131281', 'phone_numbers': ['01714131281']}, 'deadline': '2023-02-26', 'version': 2}",Dhaka,for_sale,True
realme-true-wireless-earbuds-for-sale-dhaka,Realme True Wireless Earbuds,"Dhaka, Audio & Sound Systems",,https://i.bikroy-st.com/realme-true-wireless-earbuds-for-sale-dhaka/a62b4145-754a-4026-9914-849002931141/142/107/cropped.jpg,Tk 450,0,0,False,False,False,free,,False,False,False,False,1 hour, Audio & Sound Systems,False,False,Dhaka,for_sale,False
yamaha-r15-2022-for-sale-khulna-division-5,Yamaha R15 2022,"Khulna Division, Motorbikes","9,500 km, 155 cc",https://i.bikroy-st.com/yamaha-r15-2022-for-sale-khulna-division-5/e3052979-1023-4b20-ba0d-83ddd2100680/142/107/cropped.jpg,"Tk 525,000",0,0,False,False,False,free,,False,False,False,False,1 hour, Motorbikes,False,False,Khulna Division,for_sale,False
samsung-galaxy-j7-pro-used-for-sale-dhaka-4479,Samsung Galaxy J7 Pro (Used),"Dhaka, Mobile Phones",,https://i.bikroy-st.com/samsung-galaxy-j7-pro-used-for-sale-dhaka-4479/689cd8e3-b986-4056-a4c0-6912dd1f7a84/142/107/cropped.jpg,"Tk 11,000",0,0,False,False,False,free,,False,False,False,False,1 hour, Mobile Phones,False,False,Dhaka,for_sale,False
apple-iphone-6-ahsan-kabir-used-for-sale-dhaka,Apple iPhone 6 mobile (Used),"Dhaka, Mobile Phones",,https://i.bikroy-st.com/apple-iphone-6-ahsan-kabir-used-for-sale-dhaka/fbabc29a-37b3-4bbe-a41f-952df6249b46/142/107/cropped.jpg,"Tk 10,000",0,0,False,False,False,free,,False,False,False,False,1 hour, Mobile Phones,False,False,Dhaka,for_sale,False
samsung-galaxy-s21-ultra-12-256-used-for-sale-dhaka-68,Samsung Galaxy S21 Ultra 12/256 (Used),"Dhaka, Mobile Phones",,https://i.bikroy-st.com/samsung-galaxy-s21-ultra-12-256-used-for-sale-dhaka-68/4ab59fed-7dd6-4591-9446-f023385af65c/142/107/cropped.jpg,"Tk 58,000",0,0,False,False,False,free,,False,False,False,False,1 hour, Mobile Phones,False,False,Dhaka,for_sale,False
dolnaa-for-sale-dhaka-division-54,দোলনা,"Dhaka Division, Children's Furniture",,https://i.bikroy-st.com/dolnaa-for-sale-dhaka-division-54/497f6dc4-f8ea-424b-a5bc-8d1738b8a587/142/107/cropped.jpg,"Tk 3,000",0,0,False,False,False,free,,False,False,False,False,1 hour," ""Childrens Furniture""",False,False,Dhaka Division,for_sale,False
paanir-daame-praay-reddi-phlaatt-kinun-for-sale-dhaka,পানির দামে প্রায় রেডি ফ্লাট কিনুন,"Dhaka, Apartments For Sale","Bedrooms: 3, Bathrooms: 3",https://i.bikroy-st.com/paanir-daame-praay-reddi-phlaatt-kinun-for-sale-dhaka/d2c8201c-ed61-4341-8649-db9f48bc0c0f/142/107/cropped.jpg,"Tk 5,500,000 total price",0,0,False,False,False,free,,False,False,False,False,1 hour, Apartments For Sale,False,False,Dhaka,for_sale,False
aarttiphesiyyaal-sophaa-for-sale-dhaka,আর্টিফেসিয়াল সোফা,"Dhaka, Living Room Furniture",,https://i.bikroy-st.com/aarttiphesiyyaal-sophaa-for-sale-dhaka/debac4ab-d07e-4d56-b475-5479fdcfcb3e/142/107/cropped.jpg,"Tk 12,000",0,0,False,False,False,free,,False,False,False,True,1 hour, Living Room Furniture,False,False,Dhaka,for_sale,False
amazon-alexa-eco-dot-for-sale-dhaka-1,Amazon Alexa eco dot,"Dhaka, Audio & Sound Systems",,https://i.bikroy-st.com/amazon-alexa-eco-dot-for-sale-dhaka-1/a869c212-5314-4b41-b159-2d389d6295a0/142/107/cropped.jpg,"Tk 3,500",0,0,False,False,False,free,,False,False,False,False,1 hour, Audio & Sound Systems,False,False,Dhaka,for_sale,False
fixed-chair-for-sale-dhaka-1,Fixed Chair,"Dhaka, Office & Shop Furniture",,https://i.bikroy-st.com/fixed-chair-for-sale-dhaka-1/5a455cb3-fc3a-4fc1-a54d-5eb2c5526f89/142/107/cropped.jpg,"Tk 2,000",0,0,False,False,False,free,,False,False,False,False,1 hour, Office & Shop Furniture,False,False,Dhaka,for_sale,False
