slug,title,description,details,imgUrl,price,discount,mrp,isMember,isAuthDealer,isFeaturedMember,membershipLevel,shopName,isDoorstepDelivery,isDeliveryFree,isTopAd,isUrgentAd,timeStamp,category,isVerified,isJobAd,location,adType,isLocalJob
samsung-galaxy-note-20-ultra-snapdragon-used-for-sale-dhaka-division-1,Samsung Galaxy Note 20 Ultra Snapdragon (Used),"Dhaka Division, Mobile Phones",,https://i.bikroy-st.com/samsung-galaxy-note-20-ultra-snapdragon-used-for-sale-dhaka-division-1/cba60804-ac36-4509-958c-a637042c66c4/142/107/cropped.jpg,"Tk 61,000",0,0,False,False,False,free,,False,False,False,False,12 hours, Mobile Phones,False,False,Dhaka Division,for_sale,False
huawei-p50-pro-full-box-used-for-sale-dhaka-3,Huawei P50 Pro Full Box (Used),"Dhaka, Mobile Phones",,https://i.bikroy-st.com/huawei-p50-pro-full-box-used-for-sale-dhaka-3/7e212199-c690-4566-bd6d-00df8be58804/142/107/cropped.jpg,"Tk 63,999",0,0,True,False,False,plus,PHONES 4U,False,False,False,False,12 hours, Mobile Phones,False,False,Dhaka,for_sale,False
oneplus-8t-12-256-muulychaarr-new-for-sale-dhaka,OnePlus 8T 12/256 মূল্যছাড় (New),"Dhaka, Mobile Phones",,https://i.bikroy-st.com/oneplus-8t-12-256-muulychaarr-new-for-sale-dhaka/e3f8e5c8-3b3b-4433-aae1-e772ccd2eebb/142/107/cropped.jpg,"Tk 35,500",0,0,True,False,False,premium,Wholesale Mobile Shop,False,False,False,False,12 hours, Mobile Phones,False,False,Dhaka,for_sale,False
xiaomi-redmi-note-10-pro-max-used-for-sale-khulna-division-137,Xiaomi Redmi Note 10 Pro Max . (Used),"Khulna Division, Mobile Phones",,https://i.bikroy-st.com/xiaomi-redmi-note-10-pro-max-used-for-sale-khulna-division-137/440e28f4-237c-45c3-a9e2-033ea1e33515/142/107/cropped.jpg,"Tk 19,990",0,0,True,False,False,plus,Kushtia Gadget House,False,False,False,False,12 hours, Mobile Phones,False,False,Khulna Division,for_sale,False
oppo-a57-4-64gb-official-4-used-for-sale-dhaka,OPPO A57 4/64gb official 4 (Used),"Dhaka, Mobile Phones",,https://i.bikroy-st.com/oppo-a57-4-64gb-official-4-used-for-sale-dhaka/e076754c-ccb5-4d8a-ac1b-0cafef161c1e/142/107/cropped.jpg,"Tk 15,800",0,0,True,False,False,plus,HIPUBD.COM,False,False,False,False,12 hours, Mobile Phones,False,False,Dhaka,for_sale,False
nokia-2-used-for-sale-dhaka-1875,Nokia 2 Mobile (Used),"Dhaka, Mobile Phones",,https://i.bikroy-st.com/nokia-2-used-for-sale-dhaka-1875/e11efeae-beb2-4693-80f6-5cb5696941a3/142/107/cropped.jpg,"Tk 3,500",0,0,False,False,False,free,,False,False,False,False,12 hours, Mobile Phones,False,False,Dhaka,for_sale,False
sbcch-jmi-kinunbchr-ghurle-hbe-dbigunn-munphaa-for-sale-dhaka,"স্বচ্ছ জমি কিনুন,বছর ঘুরলে হবে দ্বিগুণ মুনফা","Dhaka, Land For Sale",5.0 katha,https://i.bikroy-st.com/sbcch-jmi-kinunbchr-ghurle-hbe-dbigunn-munphaa-for-sale-dhaka/4dba083a-503f-4449-acc4-1b7bf25216eb/142/107/cropped.jpg,"Tk 700,000 per katha",0,0,True,False,False,premium,Bhaiya Housing Limited,False,False,False,False,12 hours, Land For Sale,False,False,Dhaka,for_sale,False
symphony-z40-4-64-used-for-sale-khulna,Symphony Z40-4/64 (Used),"Khulna, Mobile Phones",,https://i.bikroy-st.com/symphony-z40-4-64-used-for-sale-khulna/eecf5965-a549-4b03-9fb6-b401e53e659a/142/107/cropped.jpg,"Tk 6,000",0,0,False,False,False,free,,False,False,False,False,12 hours, Mobile Phones,False,False,Khulna,for_sale,False
infinix-hot-2-65ram128room-used-for-sale-dhaka,Infinix Hot 2 6+5+128 (Used),"Dhaka, Mobile Phones",,https://i.bikroy-st.com/infinix-hot-2-65ram128room-used-for-sale-dhaka/02d99162-565e-432f-b063-7c1cbe2f3b7f/142/107/cropped.jpg,"Tk 12,500",0,0,False,False,False,free,,False,False,False,False,12 hours, Mobile Phones,False,False,Dhaka,for_sale,False
quality-somponno-t-shirt-for-sale-dhaka,quality somponno t shirt,"Dhaka, Shirts & T-Shirts",,https://i.bikroy-st.com/quality-somponno-t-shirt-for-sale-dhaka/eb2d24e4-fb85-447e-8dd2-a3af7b5dd45b/142/107/cropped.jpg,Tk 149,0,0,False,False,False,free,,False,False,False,False,12 hours, Shirts & T-Shirts,False,False,Dhaka,for_sale,False
ddekoreshn-bikri-sh-aphs-spes-bhaarraa-deoyyaa-hbe-for-rent-sylhet,ডেকোরেশন বিক্রি সহ অফস স্পেস ভাড়া দেওয়া হবে।,"Sylhet, Commercial Property Rentals",950 sqft,https://i.bikroy-st.com/ddekoreshn-bikri-sh-aphs-spes-bhaarraa-deoyyaa-hbe-for-rent-sylhet/95453956-49ce-4b21-8c2c-1f048cd992a0/142/107/cropped.jpg,"Tk 20,000 /month",0,0,False,False,False,free,,False,False,False,False,12 hours, Commercial Property Rentals,False,False,Sylhet,for_rent,False
over-voltage-protector-for-sale-dhaka,Over Voltage Protector,"Dhaka, Industry Machinery & Tools",,https://i.bikroy-st.com/over-voltage-protector-for-sale-dhaka/f9bfb608-e28e-45a7-8eb2-e730fbc038c2/142/107/cropped.jpg,"Tk 1,050",0,0,True,False,False,plus,Rems Electrical Co,False,False,False,False,12 hours, Industry Machinery & Tools,False,False,Dhaka,for_sale,False
21-february-offer-hikvision-2mp-31-kymeraar-pyaakej-night-vision-for-sale-dhaka,21 February Offer : Hikvision 2MP 31 ক্যমেরার প্যাকেজ (Night Vision),"Dhaka, Cameras, Camcorders & Accessories",,https://i.bikroy-st.com/21-february-offer-hikvision-2mp-31-kymeraar-pyaakej-night-vision-for-sale-dhaka/f860040b-1645-4258-b3ac-2e64d8d9e6e7/142/107/cropped.jpg,"Tk 85,770",0,0,True,False,False,premium,Thousthron Engineering Co. Ltd. - TECOL,False,False,False,False,12 hours," Cameras, Camcorders & Accessories",True,False,Dhaka,for_sale,False
pastel-face-grey-pair-for-sale-chattogram,Pastel face grey pair,"Chattogram, Pets",,https://i.bikroy-st.com/pastel-face-grey-pair-for-sale-chattogram/81dabe0b-7dec-4dd5-9aff-a413621faf7b/142/107/cropped.jpg,"Tk 17,000",0,0,False,False,False,free,,False,False,False,False,12 hours, Pets,False,False,Chattogram,for_sale,False
vivo-v20-8-128gb-used-for-sale-dhaka-102,Vivo V20 8/128GB (Used),"Dhaka, Mobile Phones",,https://i.bikroy-st.com/vivo-v20-8-128gb-used-for-sale-dhaka-102/3cb80d59-9891-40e6-b59b-916b19966e7e/142/107/cropped.jpg,"Tk 16,999",0,0,True,False,False,premium,Uttara Gadget,False,False,False,False,12 hours, Mobile Phones,False,False,Dhaka,for_sale,False
3-piece-sofa-set-and-tea-table-for-sale-dhaka,3 piece sofa set & tea table,"Dhaka, Living Room Furniture",,https://i.bikroy-st.com/3-piece-sofa-set-and-tea-table-for-sale-dhaka/269024f1-5f73-4642-904b-583d6a9a1ec4/142/107/cropped.jpg,"Tk 30,000",0,0,False,False,False,free,,False,False,False,False,12 hours, Living Room Furniture,False,False,Dhaka,for_sale,False
xiaomi-redmi-note-9-pro-used-for-sale-khulna-division-165,Xiaomi Redmi Note 9 Pro (Used),"Khulna Division, Mobile Phones",,https://i.bikroy-st.com/xiaomi-redmi-note-9-pro-used-for-sale-khulna-division-165/c9f2a497-084f-4d00-9297-7ff39b6efaa7/142/107/cropped.jpg,"Tk 13,990",0,0,True,False,False,plus,Kushtia Gadget House,False,False,False,False,12 hours, Mobile Phones,False,False,Khulna Division,for_sale,False
toyota-c-hr-g-led-2017-for-sale-chattogram-109,Toyota C-HR G LED 2017,"Chattogram, Cars","14,000 km",https://i.bikroy-st.com/toyota-c-hr-g-led-2017-for-sale-chattogram-109/08106d7c-202b-4f1d-92e3-adab81c90156/142/107/cropped.jpg,"Tk 3,630,000",0,0,True,False,False,premium,Eland Automobiles,False,False,False,False,12 hours, Cars,False,False,Chattogram,for_sale,False
samsung-8-128-used-for-sale-khulna-division-6,Samsung 8/128 (Used),"Khulna Division, Mobile Phones",,https://i.bikroy-st.com/samsung-8-128-used-for-sale-khulna-division-6/e2bcd37d-91e7-451a-927d-ee590f6ca1f1/142/107/cropped.jpg,"Tk 13,990",0,0,True,False,False,plus,Kushtia Gadget House,False,False,False,False,12 hours, Mobile Phones,False,False,Khulna Division,for_sale,False
8gb-ram-graaphiks-2gb-dell-pc-o-20-led-128gb-ssd-1000gb-hdd-for-sale-dhaka,"8GB RAM | গ্রাফিক্স 2GB > DELL PC ও 20"" LED ~ 128GB SSD \ 1000GB HDD","Dhaka, Desktop Computers",,https://i.bikroy-st.com/8gb-ram-graaphiks-2gb-dell-pc-o-20-led-128gb-ssd-1000gb-hdd-for-sale-dhaka/c45f853e-10a6-4e9a-b242-290422958a3d/142/107/cropped.jpg,"Tk 9,900",0,0,True,False,False,premium,,False,False,False,False,12 hours, Desktop Computers,False,False,Dhaka,for_sale,False
dell-core-i3-100-percent-ok-laptop-500gb4gb3hours-for-sale-dhaka,DELL Core i3 Laptop 500GB+4GB,"Dhaka, Laptops",,https://i.bikroy-st.com/dell-core-i3-100-percent-ok-laptop-500gb4gb3hours-for-sale-dhaka/fddca4b6-987f-41d4-9b21-54d2e2dd840f/142/107/cropped.jpg,"Tk 11,500",0,0,False,False,False,free,,False,False,False,False,12 hours, Laptops,False,False,Dhaka,for_sale,False
symphony-z50-used-for-sale-dhaka-253,Symphony Z50 (Used),"Dhaka, Mobile Phones",,https://i.bikroy-st.com/symphony-z50-used-for-sale-dhaka-253/5d7321e1-7f57-4f62-a203-16ac619c8604/142/107/cropped.jpg,"Tk 8,000",0,0,False,False,False,free,,False,False,False,False,12 hours, Mobile Phones,False,False,Dhaka,for_sale,False
google-pixel-5-8-128-used-for-sale-sylhet-1,Google Pixel 5 [8/128] (Used),"Sylhet, Mobile Phones",,https://i.bikroy-st.com/google-pixel-5-8-128-used-for-sale-sylhet-1/14b7c332-1aac-4228-9ef8-decdc0289e73/142/107/cropped.jpg,"Tk 27,990",0,0,True,False,False,plus,Shonix,False,False,False,False,12 hours, Mobile Phones,False,False,Sylhet,for_sale,False
flash-sale-1-bchrer-gyaaraantti-gigasonic-19-new-led-monitor-for-sale-dhaka,"Flash Sale-> 1 বছরের গ্যারান্টি Gigasonic 19"" New LED Monitor !","Dhaka, Laptop & Computer Accessories",,https://i.bikroy-st.com/flash-sale-1-bchrer-gyaaraantti-gigasonic-19-new-led-monitor-for-sale-dhaka/5438f2da-d5f0-47b4-972b-5b9c58514f1e/142/107/cropped.jpg,"Tk 4,499",0,0,True,False,False,premium,PC Tech BD,False,False,False,False,12 hours, Laptop & Computer Accessories,False,False,Dhaka,for_sale,False
samsung-galaxy-m02-used-for-sale-dhaka-415,Samsung Galaxy M02 (Used),"Dhaka, Mobile Phones",,https://i.bikroy-st.com/samsung-galaxy-m02-used-for-sale-dhaka-415/a6aea713-b204-4668-9fcd-e9646d4a9453/142/107/cropped.jpg,"Tk 6,500",0,0,False,False,False,free,,False,False,False,False,12 hours, Mobile Phones,False,False,Dhaka,for_sale,False
electric-pallet-stacker-for-sale-dhaka,Electric Pallet Stacker,"Dhaka, Industry Machinery & Tools",,https://i.bikroy-st.com/electric-pallet-stacker-for-sale-dhaka/4a72f4c0-9772-4b92-b4d1-7f0f83b2d959/142/107/cropped.jpg,"Tk 350,000",0,0,True,False,False,plus,Rems Electrical Co,False,False,False,False,12 hours, Industry Machinery & Tools,False,False,Dhaka,for_sale,False
toyota-esquire-gi-pkg-2-door-pwr-2018-for-sale-dhaka,Toyota Esquire GI PKG 2 DOOR PWR 2018,"Dhaka, Cars","76,000 km",https://i.bikroy-st.com/toyota-esquire-gi-pkg-2-door-pwr-2018-for-sale-dhaka/91f3ab4c-1d21-41f0-9614-3da056bd99db/142/107/cropped.jpg,"Tk 3,580,000",0,0,True,False,False,premium,The City Auto,False,False,False,False,12 hours, Cars,True,False,Dhaka,for_sale,False
itel-vision-3-4-64-all-ok-used-for-sale-dhaka-2,Itel Vision 3 4/64 all ok (Used),"Dhaka, Mobile Phones",,https://i.bikroy-st.com/itel-vision-3-4-64-all-ok-used-for-sale-dhaka-2/a22c327a-d1e9-4792-b7db-cd52b1eafd67/142/107/cropped.jpg,"Tk 8,000",0,0,False,False,False,free,,False,False,False,False,12 hours, Mobile Phones,False,False,Dhaka,for_sale,False
samsung-galaxy-a10s-2020-used-for-sale-dhaka-21,Samsung Galaxy A10s 2020 (Used),"Dhaka, Mobile Phones",,https://i.bikroy-st.com/samsung-galaxy-a10s-2020-used-for-sale-dhaka-21/8f573347-51e0-4bf6-a0cf-994ef72085c4/142/107/cropped.jpg,"Tk 8,000",0,0,False,False,False,free,,False,False,False,True,12 hours, Mobile Phones,False,False,Dhaka,for_sale,False
vivo-y30-full-fresh-used-for-sale-dhaka-29,Vivo Y30 full fresh (Used),"Dhaka, Mobile Phones",,https://i.bikroy-st.com/vivo-y30-full-fresh-used-for-sale-dhaka-29/23734b21-5302-4972-b634-85fe41c3e595/142/107/cropped.jpg,"Tk 11,500",0,0,True,False,False,plus,Phone Exchange ( NOBINAGAR SENA),False,False,False,False,12 hours, Mobile Phones,True,False,Dhaka,for_sale,False
xiaomi-mi-9t-6-128-used-for-sale-dhaka-division-230,Xiaomi Mi 9T 6 / 128 (Used),"Dhaka Division, Mobile Phones",,https://i.bikroy-st.com/xiaomi-mi-9t-6-128-used-for-sale-dhaka-division-230/abdc7824-a024-4992-a29b-539fcca23571/142/107/cropped.jpg,"Tk 8,500",0,0,False,False,False,free,,False,False,False,False,12 hours, Mobile Phones,False,False,Dhaka Division,for_sale,False
maatr-tin-maas-bybhaar-hyeche-for-sale-dhaka,Showcase for sale,"Dhaka, Living Room Furniture",,https://i.bikroy-st.com/maatr-tin-maas-bybhaar-hyeche-for-sale-dhaka/13c543aa-e387-41bf-875a-b335231d973c/142/107/cropped.jpg,"Tk 3,500",0,0,False,False,False,free,,False,False,False,False,12 hours, Living Room Furniture,False,False,Dhaka,for_sale,False
hyundai-h1-micro-12-seat-2015-for-sale-dhaka,Hyundai H1 Micro 12 (Seat) 2015,"Dhaka, Cars","63,225 km",https://i.bikroy-st.com/hyundai-h1-micro-12-seat-2015-for-sale-dhaka/fd24103f-6cb3-4411-ae9b-fa7a3d4fb966/142/107/cropped.jpg,"Tk 2,750,000",0,0,True,False,False,premium,Car Corner,False,False,False,False,12 hours, Cars,True,False,Dhaka,for_sale,False
huawei-p30-lite-only-exchange-used-for-sale-chattogram-division,Huawei P30 Lite only Exchange (Used),"Chattogram Division, Mobile Phones",,https://i.bikroy-st.com/huawei-p30-lite-only-exchange-used-for-sale-chattogram-division/3611ffba-13fc-4b70-8212-4f51ae7823d1/142/107/cropped.jpg,"Tk 10,000",0,0,False,False,False,free,,False,False,False,False,12 hours, Mobile Phones,False,False,Chattogram Division,for_sale,False
vivo-y12a-like-new-used-for-sale-khulna,Vivo Y12a Mobile (Used),"Khulna, Mobile Phones",,https://i.bikroy-st.com/vivo-y12a-like-new-used-for-sale-khulna/a7c5ce43-7aae-4a78-9bd2-1edba8a392eb/142/107/cropped.jpg,"Tk 9,000",0,0,False,False,False,free,,False,False,False,False,12 hours, Mobile Phones,False,False,Khulna,for_sale,False
yonex-carbonex-15-sp-badminton-racket-for-sale-dhaka,Yonex Carbonex 15 Sp badminton racket,"Dhaka, Sports",,https://i.bikroy-st.com/yonex-carbonex-15-sp-badminton-racket-for-sale-dhaka/f22b513c-529a-4c86-8c8f-635d4093145a/142/107/cropped.jpg,Tk 600,0,0,False,False,False,free,,False,False,False,False,12 hours, Sports,False,False,Dhaka,for_sale,False
oneplus-9r-8gb-256gb-used-for-sale-dhaka-18,OnePlus 9R 8GB 256GB (Used),"Dhaka, Mobile Phones",,https://i.bikroy-st.com/oneplus-9r-8gb-256gb-used-for-sale-dhaka-18/ed6c1072-f4dc-4d0e-a139-3de1b94ac321/142/107/cropped.jpg,"Tk 31,000",0,0,False,False,False,free,,False,False,False,False,12 hours, Mobile Phones,False,False,Dhaka,for_sale,False
10w-usb-power-adapter-for-usa-for-sale-dhaka,10W USB Power Adapter Charger,"Dhaka, Mobile Phone Accessories",,https://i.bikroy-st.com/10w-usb-power-adapter-for-usa-for-sale-dhaka/1c1fe7f4-adfb-430b-8c2e-7c06f401d81a/142/107/cropped.jpg,Tk 450,0,0,False,False,False,free,,False,False,False,False,12 hours, Mobile Phone Accessories,False,False,Dhaka,for_sale,False
tvs-raider-125-2022-for-sale-dhaka-division-46,TVS Raider 125 2022,"Dhaka Division, Motorbikes","1,100 km, 125 cc",https://i.bikroy-st.com/tvs-raider-125-2022-for-sale-dhaka-division-46/4f680e74-c2c8-435d-91c3-efefa33b18fb/142/107/cropped.jpg,"Tk 149,900",0,0,False,False,False,free,,False,False,False,False,12 hours, Motorbikes,False,False,Dhaka Division,for_sale,False
rngin-kaagj-er-tairi-for-sale-dhaka,হাতের তৈরি রঙিন কাগজ Flowers,"Dhaka, Home Textiles & Decoration",,https://i.bikroy-st.com/rngin-kaagj-er-tairi-for-sale-dhaka/48e6226f-c983-4ceb-b7d0-475cb727ad63/142/107/cropped.jpg,Tk 500,0,0,False,False,False,free,,False,False,False,False,12 hours, Home Textiles & Decoration,False,False,Dhaka,for_sale,False
xiaomi-redmi-note-6-pro-black-used-for-sale-barishal-division,Xiaomi Redmi Note 6 Pro black (Used),"Barishal Division, Mobile Phones",,https://i.bikroy-st.com/xiaomi-redmi-note-6-pro-black-used-for-sale-barishal-division/1ad3da13-5ce1-461d-b026-41caf10d14a2/142/107/cropped.jpg,"Tk 8,500",0,0,False,False,False,free,,False,False,False,False,12 hours, Mobile Phones,False,False,Barishal Division,for_sale,False
dell-inspiron-15-3580-intel-cdc-4205u-156-inch-laptop-with-windows-11-for-sale-dhaka,Dell Inspiron 15 3580 Intel CDC 4205U 15.6 inch Laptop with Windows 11,"Dhaka, Laptops",,,"Tk 30,000",0,0,False,False,False,free,,False,False,False,False,12 hours, Laptops,False,False,Dhaka,for_sale,False
realme-c25s-rmx-3195-used-for-sale-dhaka,Realme C25s RMX 3195 (Used),"Dhaka, Mobile Phones",,https://i.bikroy-st.com/realme-c25s-rmx-3195-used-for-sale-dhaka/c4142607-ce79-4088-bea5-ef0c8124b849/142/107/cropped.jpg,"Tk 9,000",0,0,False,False,False,free,,False,False,False,False,12 hours, Mobile Phones,False,False,Dhaka,for_sale,False
foot-messeger-for-sale-dhaka-2,Foot Messeg gym,"Dhaka, Fitness & Gym",,https://i.bikroy-st.com/foot-messeger-for-sale-dhaka-2/eae713f0-33f9-4bca-af07-74f2b52047da/142/107/cropped.jpg,"Tk 2,000",0,0,False,False,False,free,,False,False,False,False,12 hours, Fitness & Gym,False,False,Dhaka,for_sale,False
vivo-y20-3-32-used-for-sale-dhaka-22,Vivo Y20 3/32 (Used),"Dhaka, Mobile Phones",,https://i.bikroy-st.com/vivo-y20-3-32-used-for-sale-dhaka-22/c44886c8-9756-47bf-b4d4-7e401062bb27/142/107/cropped.jpg,"Tk 5,999",0,0,False,False,False,free,,False,False,False,False,12 hours, Mobile Phones,False,False,Dhaka,for_sale,False
mercedes-benz-cla-class-amglinevariant-2017-for-sale-dhaka,"Mercedes-Benz CLA-Class Amg,Line,Variant, 2017","Dhaka, Cars","8,000 km",https://i.bikroy-st.com/mercedes-benz-cla-class-amglinevariant-2017-for-sale-dhaka/e16436c9-b5a5-49e1-bfbb-fe2118de76c2/142/107/cropped.jpg,"Tk 6,200,000",0,0,True,False,False,premium,CAR BAZAR ,False,False,False,False,12 hours, Cars,False,False,Dhaka,for_sale,False
hair-straightener-for-sale-dhaka-1034,hair straightener,"Dhaka, Beauty & Personal Care",,https://i.bikroy-st.com/hair-straightener-for-sale-dhaka-1034/d87def51-ea16-47f8-a4d8-9a0fa23a026e/142/107/cropped.jpg,"Tk 1,000",0,0,False,False,False,free,,False,False,False,False,12 hours, Beauty & Personal Care,False,False,Dhaka,for_sale,False
samsung-galaxy-a33-5g-used-for-sale-dhaka-division-1,Samsung Galaxy A33 5g (Used),"Dhaka Division, Mobile Phones",,https://i.bikroy-st.com/samsung-galaxy-a33-5g-used-for-sale-dhaka-division-1/420efc9b-2103-4d44-945c-336482b1c618/142/107/cropped.jpg,"Tk 28,000",0,0,False,False,False,free,,False,False,False,False,12 hours, Mobile Phones,False,False,Dhaka Division,for_sale,False
deep-freez-for-sale-dhaka-197,Deep freez,"Dhaka, Home Appliances",,https://i.bikroy-st.com/deep-freez-for-sale-dhaka-197/6aa76fbd-4cc5-435a-a0a5-eeb6c5d597ca/142/107/cropped.jpg,"Tk 18,000",0,0,False,False,False,free,,False,False,False,False,12 hours, Home Appliances,False,False,Dhaka,for_sale,False
high-quality-mixed-breed-for-sale-dhaka-1,High quality Mixed Breed,"Dhaka, Pets",,https://i.bikroy-st.com/high-quality-mixed-breed-for-sale-dhaka-1/71be908b-3d57-4b35-8cbb-19c420fbdcdf/142/107/cropped.jpg,"Tk 8,000",0,0,False,False,False,free,,False,False,False,False,12 hours, Pets,False,False,Dhaka,for_sale,False
samsung-galaxy-m62-used-for-sale-dhaka-209,Samsung Galaxy M62 (Used),"Dhaka, Mobile Phones",,https://i.bikroy-st.com/samsung-galaxy-m62-used-for-sale-dhaka-209/b74eaf26-489d-4f4d-8c67-8c9cc89222a5/142/107/cropped.jpg,"Tk 20,000",0,0,False,False,False,free,,False,False,False,False,12 hours, Mobile Phones,False,False,Dhaka,for_sale,False
kuno-smsyaa-naai-for-sale-dhaka,Watch for sale,"Dhaka, Watches",,https://i.bikroy-st.com/kuno-smsyaa-naai-for-sale-dhaka/9735c031-a3b5-484a-9d00-1126c5274c99/142/107/cropped.jpg,Tk 200,0,0,False,False,False,free,,False,False,False,False,12 hours, Watches,False,False,Dhaka,for_sale,False
xiaomi-mi-11-lite-5g-ne-8-128gb-intact-boxed-new-for-sale-dhaka-1,Xiaomi Mi 11 Lite 5G NE 8/128GB Intact Boxed (New),"Dhaka, Mobile Phones",,https://i.bikroy-st.com/xiaomi-mi-11-lite-5g-ne-8-128gb-intact-boxed-new-for-sale-dhaka-1/7ba5c959-a1a3-4322-9265-c03e21e2e702/142/107/cropped.jpg,"Tk 30,499",0,0,True,False,False,plus,PHONES 4U,False,False,False,False,12 hours, Mobile Phones,False,False,Dhaka,for_sale,False
brand-new-looking-veloce-slayer-gear-cyclesaaikel-for-sale-dhaka,Veloce Slayer gear cycle(সাইকেল),"Dhaka, Bicycles",,https://i.bikroy-st.com/brand-new-looking-veloce-slayer-gear-cyclesaaikel-for-sale-dhaka/1355df7e-13a0-4928-94b9-41c3f0fcd8e0/142/107/cropped.jpg,"Tk 11,500",0,0,False,False,False,free,,False,False,False,False,12 hours, Bicycles,False,False,Dhaka,for_sale,False
xiaomi-redmi-note-10-10c-used-for-sale-khulna-division,Xiaomi Redmi 10 C (Used),"Khulna Division, Mobile Phones",,https://i.bikroy-st.com/xiaomi-redmi-note-10-10c-used-for-sale-khulna-division/47d971e9-974f-4bf6-8f89-95ea221b1242/142/107/cropped.jpg,"Tk 12,800",0,0,False,False,False,free,,False,False,False,False,12 hours, Mobile Phones,False,False,Khulna Division,for_sale,False
puraatn-dui-paartt-aalmaari-for-sale-dhaka,পুরাতন দুই পার্ট আলমারি,"Dhaka, Bedroom Furniture",,https://i.bikroy-st.com/puraatn-dui-paartt-aalmaari-for-sale-dhaka/a3a63b37-e0b1-4541-9c21-7ff3b0e37523/142/107/cropped.jpg,"Tk 6,000",0,0,False,False,False,free,,False,False,False,False,12 hours, Bedroom Furniture,False,False,Dhaka,for_sale,False
upland-count-500-for-sale-dhaka-division,Upland Count 500,"Dhaka Division, Bicycles",,https://i.bikroy-st.com/upland-count-500-for-sale-dhaka-division/b1757e55-ec81-4069-aec0-0ffcd4bbf117/142/107/cropped.jpg,"Tk 21,000",0,0,False,False,False,free,,False,False,False,False,12 hours, Bicycles,False,False,Dhaka Division,for_sale,False
100-percent-arijinaal-resaar-kbutr-for-sale-dhaka,১০০% অরিজিনাল রেসার কবুতর,"Dhaka, Pets",,https://i.bikroy-st.com/100-percent-arijinaal-resaar-kbutr-for-sale-dhaka/466fa801-1a92-446d-b627-e354237e7ab4/142/107/cropped.jpg,"Tk 9,500",0,0,False,False,False,free,,False,False,False,False,12 hours, Pets,False,False,Dhaka,for_sale,False
vivo-y21-yaaeaabaarri-used-for-sale-dhaka,Vivo Y21 5G (Used),"Dhaka, Mobile Phones",,https://i.bikroy-st.com/vivo-y21-yaaeaabaarri-used-for-sale-dhaka/842be05b-6f6b-42df-a1b5-648f09b4047a/142/107/cropped.jpg,"Tk 17,000",0,0,False,False,False,free,,False,False,False,False,12 hours, Mobile Phones,False,False,Dhaka,for_sale,False
tvs-stryker-fresh-2020-for-sale-dhaka-division-2,TVS Stryker Fresh 2020,"Dhaka Division, Motorbikes","14,200 km, 125 cc",https://i.bikroy-st.com/tvs-stryker-fresh-2020-for-sale-dhaka-division-2/f841e810-aec9-4d8a-83de-5bf998960a1b/142/107/cropped.jpg,"Tk 85,000",0,0,False,False,False,free,,False,False,False,False,12 hours, Motorbikes,False,False,Dhaka Division,for_sale,False
apple-iphone-12-pro-lla-128-gb-boxed-used-for-sale-chattogram,"Apple iPhone 12 Pro LLA, 128 GB, BOXED (Used)","Chattogram, Mobile Phones",,https://i.bikroy-st.com/apple-iphone-12-pro-lla-128-gb-boxed-used-for-sale-chattogram/45482313-5cd1-4be2-b843-6ea952df7b11/142/107/cropped.jpg,"Tk 68,000",0,0,False,False,False,free,,False,False,False,True,12 hours, Mobile Phones,False,False,Chattogram,for_sale,False
shegun-for-sale-dhaka-division,Shegun Kaath Er almari,"Dhaka Division, Bedroom Furniture",,https://i.bikroy-st.com/shegun-for-sale-dhaka-division/c069c30d-4479-4b27-bb81-1e37d6c33952/142/107/cropped.jpg,"Tk 30,000",0,0,False,False,False,free,,False,False,False,False,12 hours, Bedroom Furniture,False,False,Dhaka Division,for_sale,False
gfc-fan-for-sale-dhaka-756,GFC FAN,"Dhaka, ACs & Home Electronics",,https://i.bikroy-st.com/gfc-fan-for-sale-dhaka-756/100182b5-f655-4b4d-9384-3e64d2d1289b/142/107/cropped.jpg,"Tk 2,700",0,0,False,False,False,free,,False,False,False,False,12 hours, ACs & Home Electronics,False,False,Dhaka,for_sale,False
tecno-9t-used-for-sale-dhaka-division-1,Tecno 9T (Used),"Dhaka Division, Mobile Phones",,https://i.bikroy-st.com/tecno-9t-used-for-sale-dhaka-division-1/24ddea62-6043-480a-96e2-dd134014db5d/142/107/cropped.jpg,"Tk 10,500",0,0,False,False,False,free,,False,False,False,False,12 hours, Mobile Phones,False,False,Dhaka Division,for_sale,False
xiaomi-redmi-9c-3-64-gb-4g-fresh-used-for-sale-dhaka,Xiaomi Redmi 9C 3/64 gb 4G Fresh (Used),"Dhaka, Mobile Phones",,https://i.bikroy-st.com/xiaomi-redmi-9c-3-64-gb-4g-fresh-used-for-sale-dhaka/e5dbef83-51a6-4cf7-903f-beb59e58a5f5/142/107/cropped.jpg,"Tk 7,000",0,0,False,False,False,free,,False,False,False,False,12 hours, Mobile Phones,False,False,Dhaka,for_sale,False
oneplus-nord-n20-se-used-for-sale-rangpur-division,OnePlus Nord N20 SE (Used),"Rangpur Division, Mobile Phones",,https://i.bikroy-st.com/oneplus-nord-n20-se-used-for-sale-rangpur-division/7769baa6-790f-4c7e-a881-f14de036633d/142/107/cropped.jpg,"Tk 15,000",0,0,False,False,False,free,,False,False,False,False,12 hours, Mobile Phones,False,False,Rangpur Division,for_sale,False
